Latin Name,Colloquial Name,Taxonomy
leiobunum vittatum,Eastern Harvestman,"Animalia,Arthropoda,Chelicerata,Arachnida,Opiliones,Eupnoi,Phalangioidea,Sclerosomatidae,Leiobuninae,Leiobunum,Leiobunum vittatum"
centruroides sculpturatus,Arizona Bark Scorpion,"Animalia,Arthropoda,Chelicerata,Arachnida,Scorpiones,Neoscorpionina,Orthosterni,Buthida,Buthoidea,Buthidae,Centruroides"
centruroides vittatus,Striped Bark Scorpion,"Animalia,Arthropoda,Chelicerata,Arachnida,Scorpiones,Neoscorpionina,Orthosterni,Buthida,Buthoidea,Buthidae,Centruroides"
hadrurus arizonensis,Desert Hairy Scorpion,"Animalia,Arthropoda,Chelicerata,Arachnida,Scorpiones,Neoscorpionina,Orthosterni,Iurida,Hadruroidea,Hadruridae,Hadrurus"
paravaejovis spinigerus,Stripe-tailed Scorpion,"Animalia,Arthropoda,Chelicerata,Arachnida,Scorpiones,Neoscorpionina,Orthosterni,Iurida,Vaejovoidea,Vaejovidae,Syntropinae,Paravaejovis"
paruroctonus silvestrii,California common scorpion,"Animalia,Arthropoda,Chelicerata,Arachnida,Scorpiones,Neoscorpionina,Orthosterni,Iurida,Vaejovoidea,Vaejovidae,Smeringurinae,Paruroctonus"
uroctonus mordax,Western Forest Scorpion,"Animalia,Arthropoda,Chelicerata,Arachnida,Scorpiones,Neoscorpionina,Orthosterni,Iurida,Vaejovoidea,Vaejovidae,Vaejovinae,Uroctonus"
vaejovis carolinianus,Southern Devil Scorpion,"Animalia,Arthropoda,Chelicerata,Arachnida,Scorpiones,Neoscorpionina,Orthosterni,Iurida,Vaejovoidea,Vaejovidae,Vaejovinae,Vaejovis"
hemiscolopendra marginata,Eastern Bark Centipede,"Animalia,Arthropoda,Myriapoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendrinae,Hemiscolopendra"
scolopendra cingulata,Mediterranean Banded Centipede,"Animalia,Arthropoda,Myriapoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendrinae,Scolopendra"
scolopendra heros,Giant Desert Centipede,"Animalia,Arthropoda,Myriapoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendrinae,Scolopendra"
scolopendra polymorpha,Common Desert Centipede,"Animalia,Arthropoda,Myriapoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendrinae,Scolopendra"
scutigera coleoptrata,House Centipede,"Animalia,Arthropoda,Myriapoda,Chilopoda,Scutigeromorpha,Scutigeridae,Scutigera"
ommatoiulus moreleti,Portuguese Millipede,"Animalia,Arthropoda,Myriapoda,Diplopoda,Chilognatha,Helminthomorpha,Eugnatha,Juliformia,Julida,Juloidea,Julidae,Julinae,Ommatoiulini,Ommatoiulus"
oxidus gracilis,Greenhouse Millipede,"Animalia,Arthropoda,Myriapoda,Diplopoda,Chilognatha,Helminthomorpha,Eugnatha,Merocheta,Polydesmida,Strongylosomatidea,Paradoxosomatidae,Paradoxosomatinae,Sulciferini,Oxidus"
apheloria virginiensis,Black-and-gold Flat Millipede,"Animalia,Arthropoda,Myriapoda,Diplopoda,Chilognatha,Helminthomorpha,Eugnatha,Merocheta,Polydesmida,Leptodesmidea,Xystodesmoidea,Xystodesmidae,Rhysodesminae,Apheloriini,Apheloria"
harpaphe haydeniana,Yellow-spotted Millipede,"Animalia,Arthropoda,Myriapoda,Diplopoda,Chilognatha,Helminthomorpha,Eugnatha,Merocheta,Polydesmida,Leptodesmidea,Xystodesmoidea,Xystodesmidae,Xystodesminae,Xystodesmini,Harpaphe"
anadenobolus monilicornis,Bumblebee Millipede,"Animalia,Arthropoda,Myriapoda,Diplopoda,Chilognatha,Helminthomorpha,Eugnatha,Juliformia,Spirobolida,Rhinocricidea,Rhinocricidae,Anadenobolus"
trigoniulus corallinus,Rusty Millipede,"Animalia,Arthropoda,Myriapoda,Diplopoda,Chilognatha,Helminthomorpha,Eugnatha,Juliformia,Spirobolida,Trigoniulidea,Pachybolidae,Trigoniulinae,Trigoniulus"
lepas anatifera,Pelagic Gooseneck Barnacle,"Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,Thoracica,Thoracicalcarea,Scalpellomorpha,Lepadoidea,Lepadidae,Lepas"
lepas anserifera,Goose Barnacle,"Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,Thoracica,Thoracicalcarea,Scalpellomorpha,Lepadoidea,Lepadidae,Lepas"
pollicipes polymerus,Gooseneck Barnacle,"Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,Thoracica,Thoracicalcarea,Pollicipedomorpha,Pollicipedidae,Pollicipes"
balanus glandula,Pacific Acorn Barnacle,"Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,Thoracica,Thoracicalcarea,Balanomorpha,Balanoidea,Balanidae,Balanus"
semibalanus balanoides,Northern Acorn Barnacle,"Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,Thoracica,Thoracicalcarea,Balanomorpha,Balanoidea,Balanidae,Semibalanus"
semibalanus cariosus,Thatched Barnacle,"Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,Thoracica,Thoracicalcarea,Balanomorpha,Balanoidea,Balanidae,Semibalanus"
tetraclita rubescens,Pink Volcano Barnacle,"Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Cirripedia,Thoracica,Thoracicalcarea,Balanomorpha,Coronuloidea,Tetraclitidae,Tetraclita"
aptera fusca,Cape Mountain Cockroach,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Blattodea,Blaberoidea,Blaberidae,Epilamprinae,Aptera"
panchlora nivea,Banana Cockroach,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Blattodea,Blaberoidea,Blaberidae,Panchlorinae,Panchlora"
pycnoscelus surinamensis,Surinam Cockroach,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Blattodea,Blaberoidea,Blaberidae,Pycnoscelinae,Pycnoscelus"
blatta orientalis,Oriental Cockroach,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Blattodea,Blattoidea,Blattoidae,Blattidae,Blattinae,Blatta"
periplaneta americana,American Cockroach,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Blattodea,Blattoidea,Blattoidae,Blattidae,Blattinae,Periplaneta"
periplaneta australasiae,Australian Cockroach,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Blattodea,Blattoidea,Blattoidae,Blattidae,Blattinae,Periplaneta"
periplaneta fuliginosa,Smoky Brown Cockroach,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Blattodea,Blattoidea,Blattoidae,Blattidae,Blattinae,Periplaneta"
pseudomops septentrionalis,Pale-bordered Field Cockroach,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Blattodea,Blaberoidea,Blattellidae,Pseudomops"
arrhenodes minutus,Oak Timberworm,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Brentidae,Brentinae,Arrhenodini,Arrenodes"
agrilus planipennis,Emerald Ash Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Agrilinae,Agrilini,Agrilus"
buprestis aurulenta,Golden Buprestid Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Buprestinae,Buprestini,Buprestis,Cypriacis"
euchroma giganteum,Ceiba Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Buprestoidea,Buprestidae,Chrysochroinae,Paraleptodemini,Euchroma"
atalantycha bilineata,Two-lined Leatherwing,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Cantharinae,Cantharini,Atalantycha"
cantharis fusca,Dark Sailor Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Cantharinae,Cantharini,Cantharis"
cantharis livida,Livid Solider Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Cantharinae,Cantharini,Cantharis"
cantharis rustica,Rustic Sailor Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Cantharinae,Cantharini,Cantharis"
chauliognathus basalis,Colorado Soldier Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Chauliognathinae,Chauliognathini,Chauliognathus"
chauliognathus marginatus,Margined Leatherwing Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Chauliognathinae,Chauliognathini,Chauliognathus"
chauliognathus pensylvanicus,Goldenrod Soldier Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Chauliognathinae,Chauliognathini,Chauliognathus"
rhagonycha fulva,Common Red Soldier Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Cantharinae,Cantharini,Rhagonycha"
calosoma scrutator,Fiery Searcher,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,Carabini,Carabina,Calosoma,Calodrepa"
carabus granulatus,Granulated Ground Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,Carabini,Carabina,Carabus,Carabus"
carabus nemoralis,Bronze Ground Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,Carabini,Carabina,Carabus,Archicarabus"
cicindela aurulenta,Golden-spotted Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cosmodela"
cicindela campestris,Green Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela duodecimguttata,Twelve-spotted Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela formosa,Big Sand Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela hirticollis,Hairy-necked Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela hybrida,Northern Dune Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela longilabris,Boreal Long-lipped Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela ocellata,Ocellated Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindelidia"
cicindela oregona,Western Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela punctulata,Punctured Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindelidia"
cicindela purpurea,Purple Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela repanda,Bronzed Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela scutellaris,Festive Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela sexguttata,Six-spotted Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela tranquebarica,Oblique-lined Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindela"
cicindela trifasciata,S-banded Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Cicindelina,Cicindela,Cicindelidia"
harpalus rufipes,Strawberry Seed Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Harpalina,Harpalus,Pseudoophonus"
scaphinotus angusticollis,Narrow-collared Snail-eating Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Carabinae,Cychrini,Cychrina,Scaphinotus,Stenocantharus"
scarites subterraneus,Big-headed Ground Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Scaritinae,Scaritini,Scaritina,Scarites"
tetracha carolina,Carolina Metallic Tiger Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Caraboidea,Carabidae,Cicindelinae,Megacephalini,Megacephalina,Tetracha,Tetracha"
agapanthia villosoviridescens,Golden-bloomed Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Agapanthiini,Agapanthia,Epoptes"
analeptura lineola,Lined Long-horned Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Analeptura"
aromia moschata,Musk beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Callichromatini,Aromia"
cerambyx scopolii,Capricorn beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Cerambycini,Cerambyx"
clytus arietis,Wasp Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Clytus"
clytus ruricola,Round-necked Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Clytus"
dendrobias mandibularis,Long-jawed Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Trachyderini,Trachyderina,Dendrobias"
desmocerus palliatus,Eastern Elderberry Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Desmocerini,Desmocerus"
eburia quadrigeminata,Ivory-marked Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Eburiini,Eburia"
elaphidion mucronatum,Spined Oak Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Phoracanthini,Elaphidion"
graphisurus fasciatus,Banded Graphisurus,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Acanthocinini,Graphisurus"
knulliana cincta,Banded Hickory Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Bothriospilini,Knulliana"
leptura quadrifasciata,four-banded longhorn beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Leptura"
lepturobosca chrysocoma,Yellow Velvet Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Lepturobosca"
mallodon dasystomus,Hardwood Stump Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Mallodonini,Mallodon"
megacyllene robiniae,Locust Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Megacyllene"
monochamus clamator,Spotted Pine Sawyer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Lamiini,Monochamus,Monochamus"
monochamus notatus,Northeastern Pine Sawyer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Lamiini,Monochamus,Monochamus"
monochamus scutellatus,White-spotted Sawyer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Lamiini,Monochamus,Monochamus"
neoclytus acuminatus,Red-headed Ash Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Neoclytus"
orthosoma brunneum,Brown Prionid,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Prionini,Orthosoma"
plectrodera scalator,Cottonwood Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Lamiini,Plectrodera"
prionoplus reticularis,Huhu,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Meroscelisini,Prionoplus"
prionus californicus,California Root Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Prionini,Prionus,Prionus"
prionus coriarius,The Tanner,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Prionini,Prionus,Prionus"
prionus imbricornis,Tile-horned Prionus,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Prionini,Prionus,Prionus"
prionus laticollis,Broad-necked Root Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Prionini,Prionus,Prionus"
pseudovadonia livida,Fairy-ring Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Pseudovadonia"
rhagium inquisitor,Ribbed Pine Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Rhagiini,Rhagium,Rhagium"
rhagium mordax,Blackspotted Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Rhagiini,Rhagium,Megarhagium"
rosalia funebris,Banded Alder Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Compsocerini,Rosalia,Rosalia"
rutpela maculata,Spotted Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Rutpela"
sphaenothecus bilineatus,Double-banded Bycid,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Trachyderini,Trachyderina,Sphaenothecus"
stenurella melanura,Black-striped Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Stenurella"
stictoleptura canadensis,Red-shouldered Pine Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Stictoleptura"
stictoleptura rubra,Red Pine Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Stictoleptura"
strangalepta abbreviata,Strangalepta Flower Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Strangalepta"
strangalia luteicornis,Yellow-horned Flower Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Strangalia"
tetraopes femoratus,Red-femured Milkweed Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Tetraopini,Tetraopes"
tetraopes tetrophthalmus,Red Milkweed Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lamiinae,Tetraopini,Tetraopes"
trichocnemis spiculatus,Spined Woodborer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Prioninae,Callipogonini,Trichocnemis"
typocerus velutinus,Banded Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Typocerus"
typocerus zebra,Zebra Longhorn Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Typocerus"
xylotrechus colonus,Rustic Borer,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Cerambycoidea,Cerambycidae,Cerambycinae,Clytini,Xylotrechus"
acalymma vittatum,Striped Cucumber Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Luperini,Diabroticina,Acalymma"
agelastica alni,Alder Leaf Beetle,"Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Hylaspini,Agelastica"
